sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,priors_count_cat,c_days_from_compas,c_charge_degree,two_year_recid
Male,28,25 - 45,African-American,0,0,0,8,High,1,F,0
Male,42,25 - 45,Other,0,0,0,1,Low,1,F,1
Male,20,Less than 25,African-American,0,0,0,0,None,0,F,0
Male,29,25 - 45,Caucasian,0,0,0,0,None,0,M,0
Male,29,25 - 45,African-American,0,0,0,8,High,614,F,1
Male,58,Greater than 45,African-American,0,0,0,21,High,2,M,0
Male,22,Less than 25,African-American,0,0,0,3,Low,1,F,1
Male,48,Greater than 45,Hispanic,0,0,0,1,Low,0,M,0
Male,37,25 - 45,Caucasian,0,0,0,0,None,0,F,1
Male,57,Greater than 45,African-American,0,0,0,1,Low,1,F,0
Male,27,25 - 45,Caucasian,0,0,0,3,Low,22,M,1
Male,26,25 - 45,African-American,0,0,0,3,Low,0,F,1
Male,24,Less than 25,Caucasian,0,1,1,3,Low,0,F,0
Male,33,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,29,25 - 45,African-American,0,0,0,2,Low,1,F,1
Female,24,Less than 25,African-American,0,0,0,3,Low,1,F,0
Male,19,Less than 25,Caucasian,0,0,1,1,Low,1,F,0
Male,36,25 - 45,Caucasian,0,0,0,2,Low,1,M,1
Female,24,Less than 25,Caucasian,0,0,0,0,None,1,F,1
Male,34,25 - 45,Caucasian,0,0,0,0,None,0,M,1
Male,25,25 - 45,Hispanic,0,0,0,2,Low,1,F,0
Male,20,Less than 25,African-American,1,0,1,1,Low,1,F,0
Male,28,25 - 45,Hispanic,0,0,0,2,Low,263,M,0
Male,24,Less than 25,African-American,0,0,0,1,Low,1,M,0
Male,61,Greater than 45,Caucasian,0,0,0,4,Moderate,1,F,1
Female,50,Greater than 45,African-American,0,0,0,3,Low,1,F,1
Male,30,25 - 45,African-American,0,0,0,1,Low,1,M,1
Male,38,25 - 45,African-American,0,0,0,5,Moderate,1,F,1
Male,24,Less than 25,Caucasian,0,0,0,0,None,1,M,1
Male,45,Greater than 45,African-American,0,0,0,16,High,77,F,1
Female,46,Greater than 45,African-American,0,0,0,2,Low,1,F,0
Male,41,25 - 45,Caucasian,0,0,0,0,None,1,M,0
Male,20,Less than 25,Other,0,0,1,0,None,1,F,0
Male,27,25 - 45,African-American,0,0,0,13,High,1,M,0
Female,51,Greater than 45,African-American,0,0,0,16,High,122,F,1
Male,26,25 - 45,African-American,0,0,0,1,Low,1,M,0
Male,29,25 - 45,African-American,0,0,0,3,Low,0,F,0
Male,52,Greater than 45,Caucasian,0,0,0,6,Moderate,1,F,0
Male,28,25 - 45,Caucasian,0,0,0,1,Low,1,F,0
Female,34,25 - 45,Native American,0,0,0,4,Moderate,152,F,0
Male,55,Greater than 45,African-American,0,0,0,5,Moderate,1,F,0
Male,26,25 - 45,African-American,1,1,0,10,High,1,F,0
Male,28,25 - 45,African-American,0,0,0,5,Moderate,1,F,1
Male,63,Greater than 45,Caucasian,0,0,0,2,Low,3,F,1
Male,42,25 - 45,African-American,0,0,0,0,None,0,F,1
Male,23,Less than 25,African-American,1,2,2,6,Moderate,1,F,1
Male,54,Greater than 45,African-American,0,0,0,28,High,1,F,0
Male,35,25 - 45,African-American,0,0,1,8,High,1,F,0
Female,24,Less than 25,African-American,1,0,0,6,Moderate,1,F,0
Male,54,Greater than 45,African-American,0,0,0,2,Low,26,M,1
Male,58,Greater than 45,African-American,0,0,0,12,High,1,M,0
Male,23,Less than 25,Caucasian,0,0,1,1,Low,1,M,0
Male,35,25 - 45,African-American,0,0,0,1,Low,1,M,1
Male,20,Less than 25,African-American,0,0,0,1,Low,0,F,0
Male,51,Greater than 45,Caucasian,0,0,0,0,None,0,F,1
Male,24,Less than 25,Hispanic,0,0,0,0,None,1,F,1
Male,37,25 - 45,Caucasian,0,0,0,3,Low,14,F,1
Male,47,Greater than 45,Caucasian,0,0,0,3,Low,1,F,1
Male,34,25 - 45,Caucasian,0,0,0,4,Moderate,1,F,0
Male,56,Greater than 45,Caucasian,0,0,0,0,None,2,F,1
Male,34,25 - 45,Hispanic,0,0,0,4,Moderate,1,F,0
Male,59,Greater than 45,Caucasian,0,0,0,1,Low,3,F,0
Male,35,25 - 45,Asian,0,0,0,0,None,1,F,1
Male,58,Greater than 45,Hispanic,0,0,0,1,Low,11,F,1
Male,29,25 - 45,Hispanic,0,0,0,2,Low,26,M,1
Female,24,Less than 25,Caucasian,0,0,1,6,Moderate,1,F,0
Male,21,Less than 25,Caucasian,0,0,4,2,Low,1,M,0
Male,26,25 - 45,African-American,0,0,0,2,Low,16,M,1
Male,50,Greater than 45,Asian,0,0,0,5,Moderate,0,F,0
Male,26,25 - 45,African-American,0,0,0,1,Low,1,F,1
Female,30,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,29,25 - 45,Caucasian,0,0,0,6,Moderate,43,F,0
Male,29,25 - 45,Caucasian,0,0,0,0,None,1,M,0
Male,54,Greater than 45,African-American,0,0,0,0,None,1,M,1
Male,29,25 - 45,African-American,0,0,0,4,Moderate,1,F,0
Female,59,Greater than 45,Caucasian,0,0,0,0,None,2,M,1
Male,38,25 - 45,African-American,0,0,0,0,None,1,F,1
Female,22,Less than 25,Hispanic,0,0,0,2,Low,100,F,0
Male,29,25 - 45,African-American,0,0,0,4,Moderate,53,F,0
Male,27,25 - 45,Caucasian,0,0,0,1,Low,1,M,0
Male,26,25 - 45,Hispanic,0,0,0,7,High,1,F,0
Male,52,Greater than 45,Hispanic,0,0,0,20,High,1,F,1
Male,66,Greater than 45,African-American,0,0,0,33,High,1,F,0
Male,27,25 - 45,Caucasian,0,0,0,2,Low,1,F,1
Male,51,Greater than 45,Caucasian,0,0,0,1,Low,1,M,1
Male,35,25 - 45,Caucasian,0,0,0,1,Low,0,F,1
Male,26,25 - 45,African-American,0,0,0,1,Low,1510,F,1
Male,52,Greater than 45,Caucasian,0,0,0,4,Moderate,1,M,1
Female,35,25 - 45,African-American,0,0,0,12,High,55,M,1
Male,48,Greater than 45,Other,0,0,0,12,High,0,F,1
Female,26,25 - 45,African-American,0,0,0,0,None,1,M,1
Female,48,Greater than 45,Caucasian,0,0,0,0,None,0,M,1
Male,30,25 - 45,Hispanic,0,0,0,7,High,1,M,1
Male,28,25 - 45,Other,0,0,0,2,Low,1,M,1
Male,33,25 - 45,African-American,0,0,0,2,Low,0,M,1
Female,34,25 - 45,African-American,0,0,0,6,Moderate,1,F,1
Male,25,25 - 45,Other,0,0,0,0,None,0,M,1
Male,59,Greater than 45,African-American,0,0,0,10,High,1,F,0
Male,29,25 - 45,African-American,0,0,0,5,Moderate,1,F,0
Male,24,Less than 25,Caucasian,0,0,0,0,None,0,F,1
Male,48,Greater than 45,Caucasian,0,0,0,1,Low,1,F,0
Male,55,Greater than 45,African-American,0,0,0,0,None,1,M,0
Male,52,Greater than 45,African-American,0,0,0,4,Moderate,0,M,1
Male,20,Less than 25,African-American,0,0,0,0,None,1,F,0
Male,25,25 - 45,Caucasian,0,0,0,4,Moderate,6,F,0
Male,24,Less than 25,Caucasian,0,0,0,0,None,1,F,1
Male,23,Less than 25,Caucasian,0,0,0,0,None,1,M,1
Male,27,25 - 45,Caucasian,0,1,3,6,Moderate,1,F,1
Male,25,25 - 45,African-American,0,1,0,1,Low,2,M,0
Male,31,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,25,25 - 45,African-American,0,1,0,6,Moderate,2,F,0
Male,32,25 - 45,Caucasian,0,0,0,1,Low,7,F,0
Male,21,Less than 25,Caucasian,0,0,0,0,None,2,F,0
Male,37,25 - 45,Other,0,0,0,1,Low,1,F,1
Male,25,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,32,25 - 45,Hispanic,1,1,0,20,High,0,F,1
Male,35,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,42,25 - 45,African-American,0,0,0,14,High,1,F,0
Male,24,Less than 25,Caucasian,0,0,1,9,High,23,M,0
Male,22,Less than 25,Caucasian,1,0,4,6,Moderate,251,F,0
Male,21,Less than 25,Hispanic,0,0,0,0,None,1,F,0
Male,47,Greater than 45,Caucasian,0,0,0,1,Low,1,M,1
Male,27,25 - 45,African-American,0,0,0,5,Moderate,1,F,0
Male,43,25 - 45,Hispanic,0,0,0,2,Low,12,M,0
Male,46,Greater than 45,Caucasian,0,0,0,2,Low,1,F,0
Male,44,25 - 45,African-American,0,0,0,1,Low,0,M,1
Male,27,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,23,Less than 25,Caucasian,0,0,0,2,Low,1,F,1
Female,50,Greater than 45,Hispanic,0,0,0,1,Low,1320,F,1
Male,42,25 - 45,African-American,0,0,0,8,High,1,F,1
Male,58,Greater than 45,African-American,0,0,0,6,Moderate,1,F,1
Male,26,25 - 45,African-American,0,0,1,3,Low,1,F,1
Female,48,Greater than 45,Other,0,0,0,0,None,1,F,1
Male,39,25 - 45,African-American,0,0,0,3,Low,1,F,0
Male,21,Less than 25,African-American,0,2,0,3,Low,1,F,0
Male,63,Greater than 45,Caucasian,0,0,0,1,Low,9,M,1
Male,22,Less than 25,African-American,0,1,0,3,Low,11,F,0
Male,50,Greater than 45,African-American,0,0,0,3,Low,1,M,1
Male,38,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,41,25 - 45,Caucasian,0,0,0,1,Low,7,F,1
Male,28,25 - 45,African-American,8,0,1,16,High,1,F,0
Female,30,25 - 45,African-American,0,0,0,0,None,0,M,1
Male,23,Less than 25,African-American,0,0,0,1,Low,1,F,1
Male,25,25 - 45,Caucasian,0,0,0,2,Low,13,F,0
Male,40,25 - 45,Caucasian,0,0,0,5,Moderate,1,F,1
Male,24,Less than 25,Hispanic,0,0,0,8,High,0,F,1
Male,27,25 - 45,African-American,0,0,0,5,Moderate,0,M,0
Male,44,25 - 45,Caucasian,0,0,0,11,High,0,M,1
Female,35,25 - 45,African-American,0,0,0,6,Moderate,1,F,0
Male,42,25 - 45,Caucasian,0,0,0,0,None,0,M,1
Male,38,25 - 45,African-American,0,0,0,15,High,1,F,1
Male,26,25 - 45,Hispanic,0,0,0,4,Moderate,1,F,1
Female,25,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,24,Less than 25,Caucasian,0,0,0,1,Low,280,F,1
Male,64,Greater than 45,Hispanic,0,0,0,1,Low,9,F,1
Female,49,Greater than 45,Caucasian,0,0,0,2,Low,0,M,0
Male,50,Greater than 45,Caucasian,0,0,0,5,Moderate,1,F,0
Male,28,25 - 45,Caucasian,0,0,0,8,High,161,F,0
Male,66,Greater than 45,Caucasian,0,0,0,0,None,0,M,0
Female,46,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,30,25 - 45,African-American,0,0,1,5,Moderate,1,F,0
Female,22,Less than 25,Caucasian,0,0,0,0,None,1,M,1
Male,23,Less than 25,Caucasian,0,0,0,1,Low,1,M,1
Male,30,25 - 45,Other,0,0,0,0,None,1,M,0
Male,24,Less than 25,African-American,1,0,0,10,High,0,F,0
Male,31,25 - 45,Hispanic,0,0,0,0,None,2,M,1
Male,31,25 - 45,Other,0,0,0,1,Low,1,F,1
Male,21,Less than 25,African-American,4,0,0,4,Moderate,68,F,0
Male,28,25 - 45,African-American,0,0,0,4,Moderate,366,F,1
Male,25,25 - 45,African-American,0,0,0,0,None,1,M,1
Female,21,Less than 25,Caucasian,0,0,0,0,None,1,F,1
Male,27,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,20,Less than 25,Hispanic,0,0,0,0,None,1,M,0
Male,32,25 - 45,Hispanic,0,0,0,1,Low,27,F,1
Female,24,Less than 25,Caucasian,0,0,1,0,None,0,F,1
Male,20,Less than 25,African-American,1,0,0,1,Low,1,F,1
Male,31,25 - 45,African-American,0,0,0,3,Low,20,M,0
Male,27,25 - 45,African-American,0,0,0,3,Low,1,M,0
Male,59,Greater than 45,African-American,0,0,0,17,High,65,F,0
Male,40,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,22,Less than 25,African-American,0,0,0,11,High,1,F,0
Female,38,25 - 45,African-American,0,0,0,1,Low,1,F,1
Male,36,25 - 45,Hispanic,0,0,0,1,Low,101,M,0
Male,30,25 - 45,African-American,0,0,0,1,Low,0,M,1
Male,27,25 - 45,Caucasian,0,0,0,6,Moderate,1,F,0
Male,43,25 - 45,African-American,0,0,0,1,Low,0,M,1
Female,59,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,37,25 - 45,Caucasian,0,0,0,2,Low,2,M,1
Male,28,25 - 45,African-American,0,0,0,5,Moderate,0,M,0
Male,38,25 - 45,Caucasian,0,0,0,0,None,0,F,1
Male,22,Less than 25,African-American,0,0,1,0,None,1,F,0
Male,43,25 - 45,Hispanic,0,0,0,1,Low,44,M,1
Male,25,25 - 45,African-American,0,0,0,4,Moderate,1,F,0
Male,51,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,30,25 - 45,Hispanic,0,0,0,6,Moderate,1,F,0
Male,29,25 - 45,Caucasian,0,0,0,2,Low,57,M,0
Male,28,25 - 45,African-American,0,0,0,10,High,0,F,1
Male,26,25 - 45,African-American,0,0,0,6,Moderate,164,M,1
Male,55,Greater than 45,African-American,0,0,0,9,High,0,M,0
Female,23,Less than 25,Caucasian,0,0,0,3,Low,1,F,1
Female,22,Less than 25,African-American,0,0,0,0,None,1,M,1
Female,19,Less than 25,Caucasian,0,0,0,2,Low,2,F,0
Male,31,25 - 45,African-American,0,0,0,1,Low,28,M,1
Male,29,25 - 45,African-American,0,0,0,0,None,0,M,1
Male,61,Greater than 45,African-American,0,0,0,15,High,1,F,0
Male,24,Less than 25,African-American,0,0,0,4,Moderate,175,F,0
Male,31,25 - 45,Hispanic,0,0,0,0,None,0,M,1
Male,20,Less than 25,African-American,0,1,1,4,Moderate,1,F,0
Male,26,25 - 45,Caucasian,0,0,0,3,Low,1,F,0
Male,27,25 - 45,Caucasian,0,0,0,5,Moderate,0,M,1
Male,25,25 - 45,Caucasian,0,0,0,1,Low,1,F,1
Male,23,Less than 25,Caucasian,0,2,0,3,Low,0,F,0
Male,38,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,27,25 - 45,African-American,0,2,1,18,High,1,F,0
Female,35,25 - 45,Caucasian,0,0,0,0,None,0,F,0
Male,22,Less than 25,Other,0,0,0,0,None,1,F,1
Female,58,Greater than 45,African-American,0,0,0,4,Moderate,14,F,0
Female,57,Greater than 45,Caucasian,0,0,0,0,None,2,M,0
Male,21,Less than 25,African-American,0,0,1,0,None,1,F,1
Female,22,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,30,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,24,Less than 25,Caucasian,0,0,0,1,Low,6,F,0
Male,22,Less than 25,Caucasian,0,0,0,2,Low,41,F,0
Male,29,25 - 45,Caucasian,0,0,0,3,Low,61,F,0
Male,30,25 - 45,African-American,0,0,0,8,High,1,F,0
Female,31,25 - 45,African-American,0,0,0,10,High,1,F,1
Female,45,Greater than 45,Caucasian,0,0,0,1,Low,0,F,1
Male,23,Less than 25,African-American,0,0,0,4,Moderate,330,F,1
Male,39,25 - 45,Caucasian,0,0,0,2,Low,13,F,0
Male,31,25 - 45,African-American,0,0,0,0,None,1,F,0
Male,22,Less than 25,African-American,0,0,0,1,Low,1,F,0
Female,27,25 - 45,African-American,0,0,0,9,High,68,F,0
Male,27,25 - 45,African-American,0,0,0,13,High,1,F,0
Male,38,25 - 45,Caucasian,0,0,0,1,Low,1,F,0
Male,31,25 - 45,African-American,0,0,0,23,High,0,F,0
Male,47,Greater than 45,African-American,0,0,0,20,High,1,F,1
Male,22,Less than 25,African-American,0,1,0,3,Low,1,F,1
Male,35,25 - 45,African-American,0,0,1,1,Low,1159,M,0
Male,23,Less than 25,Hispanic,0,0,0,2,Low,19,M,0
Male,65,Greater than 45,African-American,0,0,0,2,Low,18,M,0
Male,35,25 - 45,African-American,0,0,0,0,None,1,M,1
Female,33,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,53,Greater than 45,Caucasian,0,0,0,1,Low,10,M,1
Male,52,Greater than 45,Hispanic,0,0,0,0,None,1,F,1
Male,21,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,37,25 - 45,African-American,0,0,0,11,High,1,F,1
Male,30,25 - 45,Other,0,0,0,4,Moderate,1,M,0
Male,33,25 - 45,Caucasian,0,0,0,5,Moderate,32,F,1
Male,31,25 - 45,African-American,0,0,0,2,Low,565,M,1
Male,54,Greater than 45,Other,0,0,0,0,None,1,F,1
Female,31,25 - 45,African-American,0,0,0,0,None,1,M,1
Female,59,Greater than 45,Caucasian,0,0,0,2,Low,400,F,1
Male,27,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,36,25 - 45,African-American,0,0,0,0,None,1,M,0
Male,46,Greater than 45,African-American,0,0,0,17,High,1,F,0
Male,22,Less than 25,African-American,0,0,1,3,Low,0,F,1
Female,28,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Female,34,25 - 45,Caucasian,0,0,1,15,High,5,F,0
Male,29,25 - 45,Hispanic,0,0,0,7,High,2,F,0
Male,23,Less than 25,African-American,0,0,1,2,Low,0,M,0
Male,27,25 - 45,African-American,0,0,0,3,Low,1,F,1
Male,21,Less than 25,Asian,0,0,1,0,None,1,F,0
Male,48,Greater than 45,Caucasian,0,0,0,3,Low,4,F,0
Male,30,25 - 45,African-American,0,0,0,15,High,248,F,0
Female,32,25 - 45,African-American,0,0,0,2,Low,44,F,1
Male,31,25 - 45,African-American,0,0,0,5,Moderate,1,F,1
Male,36,25 - 45,African-American,0,1,0,4,Moderate,1,M,1
Male,36,25 - 45,African-American,0,0,0,1,Low,556,M,1
Male,44,25 - 45,African-American,0,0,0,14,High,1,F,0
Male,53,Greater than 45,Caucasian,0,0,0,2,Low,2,F,1
Male,33,25 - 45,African-American,0,0,0,3,Low,1,M,0
Male,21,Less than 25,African-American,1,0,0,2,Low,273,F,1
Male,33,25 - 45,African-American,0,0,0,4,Moderate,557,F,0
Male,47,Greater than 45,Caucasian,0,0,0,2,Low,0,F,0
Male,57,Greater than 45,African-American,0,0,0,20,High,0,F,0
Male,28,25 - 45,African-American,0,0,0,2,Low,1,M,1
Male,24,Less than 25,African-American,0,0,0,1,Low,1,M,1
Male,44,25 - 45,African-American,0,0,0,1,Low,1,F,1
Male,46,Greater than 45,African-American,0,0,0,0,None,1,F,1
Male,37,25 - 45,African-American,0,0,0,6,Moderate,0,F,1
Male,26,25 - 45,African-American,0,0,0,10,High,6,M,0
Male,27,25 - 45,African-American,0,1,0,10,High,0,F,0
Male,40,25 - 45,Caucasian,0,0,0,1,Low,1,F,1
Female,60,Greater than 45,Caucasian,0,0,0,9,High,0,F,0
Male,53,Greater than 45,Caucasian,0,0,0,1,Low,7,F,1
Male,26,25 - 45,African-American,0,1,0,8,High,52,F,1
Male,28,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,23,Less than 25,Hispanic,0,0,0,0,None,0,M,1
Female,46,Greater than 45,Caucasian,0,0,0,2,Low,1,F,1
Male,23,Less than 25,African-American,0,0,0,0,None,1,F,0
Male,37,25 - 45,African-American,0,0,0,5,Moderate,28,F,0
Male,44,25 - 45,African-American,0,0,1,1,Low,503,M,1
Male,50,Greater than 45,African-American,0,0,0,18,High,1,F,0
Male,45,Greater than 45,African-American,0,0,0,0,None,1,M,1
Male,22,Less than 25,African-American,0,0,0,1,Low,1,F,1
Male,26,25 - 45,Caucasian,0,0,0,1,Low,0,F,0
Male,62,Greater than 45,Caucasian,0,0,0,0,None,1,F,1
Male,34,25 - 45,Caucasian,0,0,0,0,None,0,M,0
Male,24,Less than 25,Hispanic,0,0,0,1,Low,6,F,1
Male,21,Less than 25,Caucasian,0,0,0,0,None,1,M,1
Male,25,25 - 45,Caucasian,0,0,0,0,None,1,F,0
Male,68,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,41,25 - 45,Caucasian,0,0,0,2,Low,47,M,1
Male,21,Less than 25,Caucasian,0,0,0,1,Low,1,F,1
Female,37,25 - 45,Hispanic,0,0,0,1,Low,1,F,1
Male,22,Less than 25,African-American,0,0,0,0,None,0,F,1
Male,38,25 - 45,Caucasian,0,0,0,11,High,268,F,0
Male,42,25 - 45,Caucasian,0,0,0,1,Low,1,F,1
Male,22,Less than 25,Caucasian,0,1,1,1,Low,1,F,0
Male,45,Greater than 45,African-American,0,0,0,0,None,1,F,0
Female,36,25 - 45,African-American,0,0,0,4,Moderate,1,F,0
Male,48,Greater than 45,African-American,0,0,0,2,Low,0,F,1
Female,45,Greater than 45,Caucasian,0,0,0,1,Low,106,F,1
Male,23,Less than 25,African-American,0,0,1,6,Moderate,1,F,0
Male,24,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,29,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,24,Less than 25,African-American,0,0,0,0,None,3,F,1
Male,50,Greater than 45,African-American,0,0,0,11,High,0,F,1
Male,34,25 - 45,African-American,0,1,0,10,High,0,F,0
Male,23,Less than 25,African-American,0,0,0,0,None,0,F,1
Female,22,Less than 25,Caucasian,0,0,0,0,None,1,M,1
Male,36,25 - 45,Other,0,0,0,0,None,1,F,1
Male,30,25 - 45,Caucasian,0,0,0,22,High,1,F,0
Male,21,Less than 25,African-American,0,0,0,0,None,1,F,0
Female,53,Greater than 45,Caucasian,0,0,0,0,None,0,F,1
Male,24,Less than 25,Caucasian,0,0,0,1,Low,37,F,1
Male,25,25 - 45,African-American,0,1,1,7,High,1,M,0
Female,25,25 - 45,African-American,0,0,0,1,Low,1599,M,1
Male,71,Greater than 45,African-American,0,0,0,8,High,1,F,1
Male,39,25 - 45,African-American,0,4,0,10,High,2994,M,1
Female,37,25 - 45,African-American,0,0,0,0,None,0,F,1
Male,20,Less than 25,African-American,0,0,2,0,None,1,F,0
Female,29,25 - 45,African-American,0,0,0,3,Low,1,F,1
Male,22,Less than 25,African-American,0,0,0,2,Low,1,F,0
Male,26,25 - 45,African-American,0,0,0,4,Moderate,1,F,0
Male,35,25 - 45,Hispanic,0,0,0,5,Moderate,654,F,1
Female,47,Greater than 45,African-American,0,0,0,19,High,1,F,0
Male,21,Less than 25,Other,0,0,0,1,Low,1,F,0
Female,23,Less than 25,Other,0,0,0,0,None,1,M,1
Female,20,Less than 25,Caucasian,0,0,0,1,Low,1,F,0
Female,23,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,27,25 - 45,Native American,0,0,0,3,Low,0,M,1
Male,55,Greater than 45,Caucasian,0,0,0,18,High,47,F,0
Female,53,Greater than 45,African-American,0,0,0,0,None,0,F,1
Female,23,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,26,25 - 45,African-American,0,0,1,5,Moderate,1,F,0
Male,25,25 - 45,African-American,0,0,0,6,Moderate,1,F,1
Male,23,Less than 25,Other,0,0,0,2,Low,1,M,1
Male,27,25 - 45,African-American,0,0,0,4,Moderate,0,F,0
Male,26,25 - 45,African-American,0,0,0,2,Low,107,M,1
Male,29,25 - 45,African-American,0,0,0,1,Low,1,M,1
Male,27,25 - 45,Other,0,0,0,1,Low,1,F,0
Male,28,25 - 45,Hispanic,0,0,0,0,None,1,F,1
Male,31,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,41,25 - 45,African-American,0,0,0,8,High,29,F,0
Male,25,25 - 45,Caucasian,0,0,0,0,None,3,M,1
Male,47,Greater than 45,Caucasian,0,0,0,0,None,2,M,1
Male,37,25 - 45,African-American,0,0,0,4,Moderate,1,F,1
Female,35,25 - 45,African-American,0,0,0,4,Moderate,1,F,1
Male,24,Less than 25,Caucasian,0,0,0,1,Low,1,M,0
Male,21,Less than 25,Caucasian,0,2,1,2,Low,1,F,0
Male,22,Less than 25,Caucasian,0,0,0,0,None,1,F,0
Male,57,Greater than 45,African-American,0,0,0,11,High,1,F,1
Male,48,Greater than 45,Caucasian,0,0,0,0,None,1,F,1
Male,36,25 - 45,Other,0,0,0,0,None,1,F,1
Female,37,25 - 45,African-American,0,0,0,3,Low,1,F,1
Male,31,25 - 45,Caucasian,0,0,0,0,None,0,M,1
Male,22,Less than 25,African-American,0,1,0,1,Low,1,F,0
Male,31,25 - 45,Caucasian,0,0,0,2,Low,0,M,1
Male,24,Less than 25,African-American,0,0,0,0,None,1,F,0
Male,32,25 - 45,African-American,0,0,1,22,High,0,F,0
Female,23,Less than 25,Other,0,0,0,0,None,1,M,1
Male,63,Greater than 45,African-American,0,0,0,0,None,1,M,1
Male,30,25 - 45,Other,0,0,0,0,None,1,F,1
Male,26,25 - 45,Caucasian,0,0,0,2,Low,38,F,0
Male,48,Greater than 45,Caucasian,0,0,0,2,Low,1,M,1
Male,20,Less than 25,Caucasian,0,0,2,0,None,1,F,1
Female,24,Less than 25,African-American,0,0,0,1,Low,0,M,0
Female,36,25 - 45,African-American,0,0,0,1,Low,1,M,1
Male,83,Greater than 45,Hispanic,0,0,0,0,None,1,M,1
Male,28,25 - 45,Caucasian,0,0,0,2,Low,1,F,1
Male,36,25 - 45,African-American,0,0,0,3,Low,1,F,0
Female,33,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,39,25 - 45,African-American,0,0,0,0,None,0,F,1
Male,29,25 - 45,Other,0,0,0,3,Low,0,M,1
Male,30,25 - 45,African-American,0,0,0,17,High,4,F,0
Female,19,Less than 25,Caucasian,1,1,0,1,Low,100,M,0
Male,24,Less than 25,African-American,0,0,0,1,Low,1,F,0
Male,36,25 - 45,Hispanic,0,0,0,11,High,42,F,1
Female,29,25 - 45,Caucasian,0,0,0,1,Low,1694,F,1
Male,35,25 - 45,African-American,0,0,0,7,High,1,F,1
Male,24,Less than 25,African-American,0,0,1,0,None,1,F,1
Male,26,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,26,25 - 45,Caucasian,0,0,0,8,High,1,F,1
Male,52,Greater than 45,African-American,0,0,0,7,High,185,M,1
Male,28,25 - 45,African-American,0,0,0,14,High,1,F,0
Male,32,25 - 45,African-American,0,0,0,0,None,1,M,1
Female,32,25 - 45,Caucasian,0,0,0,1,Low,1,M,0
Male,33,25 - 45,African-American,0,0,0,5,Moderate,1,M,0
Male,29,25 - 45,African-American,0,1,0,16,High,1,F,1
Male,34,25 - 45,Caucasian,0,0,0,1,Low,1,M,0
Female,37,25 - 45,Other,0,0,0,0,None,1,M,0
Male,43,25 - 45,Caucasian,0,0,0,0,None,0,M,1
Male,47,Greater than 45,Caucasian,0,0,0,2,Low,4,F,1
Male,25,25 - 45,African-American,0,0,0,3,Low,0,M,0
Female,23,Less than 25,African-American,0,0,0,1,Low,1,F,1
Male,39,25 - 45,Caucasian,0,0,0,2,Low,1,M,1
Male,35,25 - 45,African-American,0,0,0,13,High,1,F,0
Male,33,25 - 45,Other,0,0,0,0,None,1,F,1
Male,21,Less than 25,Other,0,0,0,0,None,1,F,0
Male,43,25 - 45,African-American,1,0,0,20,High,0,F,1
Male,25,25 - 45,African-American,0,1,1,3,Low,1,F,0
Male,48,Greater than 45,African-American,1,0,0,25,High,1,F,0
Male,22,Less than 25,African-American,0,0,1,1,Low,1,M,0
Male,52,Greater than 45,African-American,1,0,0,9,High,1,M,0
Male,26,25 - 45,Caucasian,0,0,0,5,Moderate,1,F,0
Male,67,Greater than 45,African-American,0,0,0,4,Moderate,1,M,0
Male,34,25 - 45,African-American,0,0,0,4,Moderate,1,M,1
Male,56,Greater than 45,Caucasian,0,0,0,4,Moderate,2,M,1
Male,28,25 - 45,African-American,0,0,0,1,Low,2,F,0
Male,29,25 - 45,African-American,0,0,0,2,Low,1,M,1
Female,24,Less than 25,African-American,0,0,0,0,None,,M,0
Male,37,25 - 45,African-American,0,0,0,6,Moderate,1,F,0
Male,43,25 - 45,Other,0,0,0,3,Low,1,F,1
